CHR,STAR,END,STRAND,BRA,Ath_ortho,Copies,BLK,B.oleracea_ortho,NonSynt_Pattern
A08,16226330,16227172,+,BraA08g21260R,AT4G37810,1,U,NA,
A08,16233083,16235733,-,BraA08g21270R,AT4G37830,2,U,Bo1g003380,
A08,16233104,16236184,-,BraA08g21280R,AT4G37830,2,U,Bo1g003380,
A08,16238785,16241169,-,BraA08g21290R,AT4G37840,1,U,Bo3g153160,
A08,16244192,16245452,-,BraA08g21300R,AT4G37850,1,U,Bo1g003350,
A08,16253856,16255583,+,BraA08g21310R,AT4G37880,1,U,Bo3g153140,
A08,16255793,16258949,-,BraA08g21320R,AT4G37900,2,U,Bo3g153130,
A08,16259534,16262360,-,BraA08g21330R,AT4G37910,1,U,Bo3g153120,
A08,16269587,16272693,NS,BraA08g21340R,NS,0,U,Bo6g081290,
A08,16273384,16278091,-,BraA08g21350R,AT4G37930,1,U,Bo3g153100,
A08,16278964,16282678,-,BraA08g21360R,AT4G37940,1,U,Bo3g153090,
A08,16298639,16310112,+,BraA08g21370R,AT4G37950,2,U,Bo3g153070,
A08,16310443,16313360,NS,BraA08g21380R,NS,0,U,NA,
A08,16317634,16325623,+,BraA08g21390R,AT4G37990,1,U,Bo3g153050,
A08,16325815,16327473,-,BraA08g21400R,AT4G38010,1,U,Bo3g153040,
A08,16329400,16337311,-,BraA08g21410R,AT4G38030,1,U,Bo3g153030,
A08,16339369,16343257,+,BraA08g21420R,AT4G38040,2,U,Bo3g153020,
A08,16341489,16343256,+,BraA08g21430R,AT4G38040,2,U,Bo3g153020,
A08,16344983,16348039,+,BraA08g21440R,AT4G38062,1,U,NA,
A08,16349597,16351412,+,BraA08g21450R,AT4G38070,1,U,Bo3g152990,
A08,16351481,16352966,-,BraA08g21460R,AT4G38100,1,U,Bo3g152980,
A08,16360649,16362191,-,BraA08g21490R,AT4G40080,1,U,Bo3g152940,
A08,16363739,16364671,-,BraA08g21500R,AT4G40070,1,U,Bo3g152880,
A08,16366169,16367807,+,BraA08g21510R,AT4G40060,1,U,Bo3g152870,
A08,16374273,16375237,NS,BraA08g21520R,NS,0,U,NA,
A08,16376205,16378089,+,BraA08g21530R,AT4G39970,1,U,Bo3g152820,
A08,16378922,16381487,-,BraA08g21540R,AT4G39950,2,U,Bo3g152800,
A08,16385670,16387346,-,BraA08g21550R,AT4G39940,1,U,Bo3g152770,
A08,16388589,16389236,-,BraA08g21560R,NA,0,U,NA,
A08,16389719,16390335,NS,BraA08g21570R,NS,0,U,NA,
A08,16393285,16393916,-,BraA08g21580R,AT4G39917,2,U,NA,
A08,16397262,16399867,+,BraA08g21590R,AT4G39910,2,U,Bo1g002950,
A08,16399270,16399619,+,BraA08g21600R,AT4G39910,2,U,Bo1g002950,
A08,16400859,16406422,+,BraA08g21610R,AT4G39900,1,U,Bo1g002940,
A08,16407096,16410984,-,BraA08g21620R,NA,0,U,Bo3g152670,
A08,16411074,16419586,-,BraA08g21630R,AT4G39850,1,U,Bo3g152640,
A08,16422721,16424064,-,BraA08g21640R,AT4G39840,1,U,NA,
A08,16427226,16429049,+,BraA08g21650R,AT4G39820,1,U,Bo3g152620,
A08,16429275,16430618,+,BraA08g21660R,AT4G39810,1,U,Bo1g002880,
A08,16433584,16434393,+,BraA08g21670R,AT4G39780,3,U,Bo3g152610,
A08,16441750,16444196,+,BraA08g21680R,AT4G39770,2,U,Bo3g152600,
A08,16448773,16453403,-,BraA08g21690R,AT4G39756,6,U,Bo3g152580,
A08,16453583,16454529,+,BraA08g21700R,AT4G39753,2,U,Bo3g152540,
A08,16455423,16457269,+,BraA08g21710R,AT4G39740,1,U,Bo3g152530,
A08,16463356,16464238,-,BraA08g21730R,AT4G39730,1,U,Bo3g151440,
A08,16469070,16469957,+,BraA08g21740R,AT4G39720,1,U,Bo3g151430,
A08,16472016,16476669,-,BraA08g21750R,AT4G39690,1,U,Bo3g151420,
A08,16476407,16479903,NS,BraA08g21760R,AT4G39680,1,U,Bo3g151410,
A08,16482654,16486621,-,BraA08g21770R,AT4G39660,1,U,Bo1g002730,
A08,16487482,16491276,-,BraA08g21780R,AT4G39640,2,U,Bo3g151350,
A08,16499215,16500009,+,BraA08g21790R,AT4G39610,1,U,Bo3g151320,
A08,16501233,16507707,-,BraA08g21800R,NA,0,U,Bo1g002670,
A08,16509206,16512646,+,BraA08g21810R,AT4G39510,3,U,Bo7g119150,
A08,16519509,16520942,+,BraA08g21820R,AT4G39500,3,U,Bo7g119150,
A08,16528664,16529787,+,BraA08g21830R,AT4G39500,3,U,Bo7g119150,
A08,16543095,16544030,+,BraA08g21850R,AT4G39510,3,U,Bo7g119150,
A08,16544062,16552399,+,BraA08g21860R,AT4G39510,3,U,Bo7g119150,
A08,16553413,16556137,+,BraA08g21870R,AT4G39460,1,U,Bo3g151140,
A08,16562937,16565746,+,BraA08g21880R,AT4G39410,2,U,Bo3g150120,
A08,16578398,16581960,-,BraA08g21890R,AT4G39400,3,U,Bo3g149940,
A08,16591247,16593187,-,BraA08g21900R,AT4G39390,1,U,Bo3g149950,
A08,16595739,16597103,NS,BraA08g21910R,AT4G34910,2,U,NA,
A08,16598610,16601835,+,BraA08g21920R,AT4G39380,1,U,NA,
A08,16603551,16605887,-,BraA08g21930R,AT4G39370,1,U,Bo3g149970,
A08,16633976,16635859,NS,BraA08g21950R,NS,0,U,Bo3g150030,
A08,16636625,16638094,NS,BraA08g21960R,NS,0,U,NA,
A08,16638796,16639585,+,BraA08g21970R,AT4G39260,2,U,Bo3g150050,
A08,16640403,16642567,+,BraA08g21980R,AT4G39230,1,U,Bo3g150060,
A08,16642279,16643873,-,BraA08g21990R,AT4G39220,1,U,Bo3g150070,
A08,16644591,16645690,-,BraA08g22000R,AT4G39200,4,U,Bo3g150080,
A08,16656887,16657465,+,BraA08g22010R,AT4G39190,2,U,NA,
A08,16658124,16659734,NS,BraA08g22020R,NS,0,U,NA,
A08,16661079,16664565,+,BraA08g22030R,AT4G39180,1,U,Bo3g149930,
A08,16664293,16667258,-,BraA08g22040R,AT4G39170,1,U,Bo3g149930,
A08,16668059,16671578,-,BraA08g22050R,AT4G39160,2,U,Bo3g149920,
A08,16672220,16674735,+,BraA08g22060R,AT4G39140,1,U,Bo1g002410,
A08,16675095,16682128,+,BraA08g22070R,AT4G39110,2,U,Bo3g149890,
A08,16682565,16684416,+,BraA08g22080R,AT4G39100,1,U,NA,
A08,16685053,16687185,+,BraA08g22090R,AT4G39090,1,U,Bo3g149860,
A08,16689658,16694997,-,BraA08g22110R,AT4G39080,1,U,Bo3g149800,
A08,16699134,16703262,-,BraA08g22120R,AT4G39050,3,U,Bo3g149780,
A08,16700956,16709688,-,BraA08g22130R,AT4G39050,3,U,Bo3g149780,
A08,16721102,16722593,+,BraA08g22150R,AT4G38980,1,U,NA,
A08,16723276,16725519,+,BraA08g22160R,AT4G38970,3,U,Bo3g149690,
A08,16725850,16727875,-,BraA08g22170R,AT4G38960,1,U,Bo3g149680,
A08,16730219,16732918,+,BraA08g22190R,AT4G38910,3,U,Bo1g002230,
A08,16737382,16740890,+,BraA08g22200R,AT4G38870,4,U,Bo3g149620,
A08,16740911,16741340,+,BraA08g22210R,AT4G38870,4,U,NA,
A08,16744582,16745862,NS,BraA08g22220R,NS,0,U,NA,
A08,16750026,16752127,NS,BraA08g22230R,NS,0,U,NA,
A08,16752736,16754811,NS,BraA08g22240R,NS,0,U,Bo3g149580,
A08,16760194,16761609,NS,BraA08g22250R,NS,0,U,Bo01496s010,
A08,16770479,16772633,-,BraA08g22260R,AT4G38790,3,U,Bo3g149560,
A08,16771700,16774019,-,BraA08g22270R,AT4G38790,3,U,Bo3g149560,
A08,16777025,16779194,+,BraA08g22280R,AT4G38770,1,U,Bo1g002170,
A08,16783288,16783806,+,BraA08g22290R,AT4G38740,1,U,Bo3g149530,
A08,16789941,16792467,+,BraA08g22300R,AT4G38730,1,U,Bo3g149520,
A08,16793612,16795655,+,BraA08g22310R,AT4G38710,1,U,Bo3g149510,
A08,16796644,16797600,+,BraA08g22320R,AT4G38690,1,U,Bo3g149500,
A08,16798834,16800830,+,BraA08g22330R,AT4G38660,2,U,Bo3g149490,
A08,16800981,16804302,-,BraA08g22340R,AT4G38650,1,U,Bo3g149480,
A08,16804492,16806847,+,BraA08g22350R,AT4G38640,1,U,Bo3g149470,
A08,16808093,16810582,+,BraA08g22360R,AT4G38630,2,U,Bo3g149460,
A08,16812252,16813968,-,BraA08g22370R,AT4G38620,2,U,Bo3g149450,
A08,16818503,16827014,+,BraA08g22380R,AT4G38600,1,U,Bo3g149420,
A08,16827178,16828803,-,BraA08g22390R,AT4G38580,2,U,Bo3g149410,
A08,16829987,16834112,+,BraA08g22400R,AT4G38570,1,U,Bo3g149380,
A08,16832223,16842334,-,BraA08g22410R,AT4G38550,1,U,Bo3g149380,
A08,16846488,16849814,+,BraA08g22420R,AT4G38520,2,U,Bo3g149370,
A08,16846568,16850171,+,BraA08g22430R,AT4G38520,2,U,Bo3g149370,
A08,16850299,16852672,-,BraA08g22440R,AT4G38480,1,U,Bo3g149350,
A08,16853425,16857215,-,BraA08g22450R,AT4G38470,1,U,Bo3g149340,
A08,16861501,16866601,+,BraA08g22460R,AT4G38380,1,U,Bo3g149330,
A08,16866852,16875340,+,BraA08g22470R,AT4G38350,1,U,Bo3g149320,
A08,16875455,16875917,-,BraA08g22480R,AT4G14145,2,T,Bo8g036870,
A08,16878212,16883310,+,BraA08g22490R,AT4G14160,2,T,Bo3g149300,
A08,16884308,16886233,NS,BraA08g22500R,NS,0,T,Bo8g104950,
A08,16889766,16892316,-,BraA08g22510R,AT3G46100,1,T,Bo3g149290,
A08,16892821,16895978,NS,BraA08g22520R,AT4G14200,1,T,NA,
A08,16896926,16900496,-,BraA08g22530R,AT4G14210,2,T,Bo4g127210,
A08,16902038,16904230,+,BraA08g22540R,AT4G14220,1,T,Bo3g149190,
A08,16904812,16905204,+,BraA08g22550R,AT4G14225,1,T,Bo3g149180,
A08,16905942,16908450,-,BraA08g22560R,AT4G14230,1,T,Bo3g149170,
A08,16913320,16917097,-,BraA08g22570R,AT4G14290,2,T,Bo3g149160,
A08,16918618,16920702,+,BraA08g22580R,AT4G14300,1,T,Bo3g149150,
A08,16921339,16921710,-,BraA08g22590R,AT4G14301,2,T,NA,
A08,16923642,16927083,-,BraA08g22600R,AT4G14310,1,T,NA,
A08,16927509,16927691,+,BraA08g22610R,AT4G14315,1,T,NA,
A08,16931543,16936183,+,BraA08g22630R,AT4G14330,4,T,Bo3g149100,
A08,16933401,16937897,+,BraA08g22640R,AT4G14330,4,T,Bo3g149100,
A08,16938333,16942151,-,BraA08g22650R,AT4G14350,2,T,Bo3g149080,
A08,16949406,16954276,-,BraA08g22660R,AT1G30470,3,B,Bo3g149050,
A08,16949452,16951507,-,BraA08g22670R,AT1G30480,2,B,Bo3g149070,
A08,16951884,16959341,-,BraA08g22680R,AT1G30470,3,B,Bo3g149050,
A08,16960051,16964829,+,BraA08g22690R,AT1G30460,3,B,Bo3g149040,
A08,16964586,16965952,+,BraA08g22700R,AT1G30460,3,B,Bo3g155730,
A08,16966688,16976311,-,BraA08g22710R,AT1G30450,2,B,Bo3g149030,
A08,16985368,16995345,-,BraA08g22730R,AT1G30400,2,B,Bo3g149010,
A08,17000014,17001049,-,BraA08g22740R,AT1G30380,2,B,Bo5g062900,
A08,17003026,17006674,-,BraA08g22750R,AT1G30360,2,B,Bo3g148980,
A08,17030108,17035415,+,BraA08g22760R,AT1G30330,3,B,Bo3g148950,
A08,17040327,17041599,+,BraA08g22770R,NA,0,B,NA,
A08,17041749,17045401,-,BraA08g22780R,AT1G30320,2,B,Bo3g148940,
A08,17050027,17052470,-,BraA08g22790R,AT1G30300,5,B,Bo3g148930,
A08,17067097,17069112,+,BraA08g22800R,AT1G30280,3,B,NA,
A08,17081580,17085339,-,BraA08g22820R,AT1G30270,3,B,Bo7g043710,
A08,17093201,17099508,+,BraA08g22830R,AT1G30240,2,B,Bo5g062620,
A08,17100274,17102095,-,BraA08g22840R,AT1G30230,5,B,Bo3g147780,
A08,17103755,17106703,+,BraA08g22850R,AT1G30220,1,B,Bo3g147770,
A08,17108769,17110913,NS,BraA08g22860R,AT1G30210,2,B,Bo3g147760,
A08,17111068,17111896,NS,BraA08g22870R,NS,0,B,NA,
A08,17117202,17118032,-,BraA08g22880R,AT1G30135,2,B,Bo3g147640,
A08,17120895,17122948,-,BraA08g22890R,AT1G30130,1,B,Bo3g147610,
A08,17125280,17127765,+,BraA08g22900R,AT1G30120,2,B,Bo3g147600,
A08,17127890,17129789,-,BraA08g22910R,AT1G30110,3,B,Bo3g147590,
A08,17140844,17143015,+,BraA08g22920R,AT1G30080,2,B,Bo3g147570,
A08,17146069,17152908,-,BraA08g22930R,AT1G30040,3,B,Bo3g147550,
A08,17161253,17162509,NS,BraA08g22940R,NS,0,B,NA,
A08,17176391,17176813,+,BraA08g22950R,AT1G30020,1,B,Bo3g147520,
A08,17179421,17182334,+,BraA08g22960R,AT1G30000,3,B,Bo3g147510,
A08,17184337,17185488,+,BraA08g22970R,AT1G29965,1,B,Bo3g146510,
A08,17186258,17189017,-,BraA08g22980R,AT1G29950,2,B,NA,
A08,17194785,17195588,-,BraA08g22990R,AT1G29930,3,B,Bo3g146480,
A08,17202199,17206902,-,BraA08g23000R,AT1G29820,1,B,Bo3g146470,
A08,17208222,17210121,-,BraA08g23010R,AT1G29790,2,B,Bo3g146450,
A08,17212343,17216534,-,BraA08g23020R,AT1G29770,2,B,Bo3g146400,
A08,17216926,17221174,+,BraA08g23030R,AT1G29750,3,B,Bo3g146380,
A08,17220399,17227599,+,BraA08g23040R,AT1G29750,3,B,Bo3g146380,
A08,17227644,17236317,+,BraA08g23050R,NA,0,B,Bo3g146320,
A08,17236559,17243257,+,BraA08g23060R,NA,0,B,Bo3g145260,
A08,17243685,17245915,+,BraA08g23070R,AT1G29700,1,B,Bo3g145230,
A08,17247280,17250662,+,BraA08g23080R,AT1G29690,2,B,Bo3g145220,
A08,17251275,17258554,-,BraA08g23090R,AT1G29660,2,B,Bo3g145200,
A08,17277597,17277852,NS,BraA08g23100R,NS,0,B,NA,
A08,17281520,17282045,+,BraA08g23110R,AT1G29640,3,B,Bo3g145170,
A08,17293645,17296693,-,BraA08g23120R,NA,0,B,Bo3g144150,
A08,17293665,17297479,-,BraA08g23130R,NA,0,B,Bo3g144150,
A08,17300046,17300462,-,BraA08g23140R,AT1G29420,2,B,Bo5g059740,
A08,17300488,17303747,-,BraA08g23150R,AT1G29420,2,B,Bo3g144120,
A08,17308143,17311801,+,BraA08g23170R,AT1G29470,4,B,Bo3g144040,
A08,17313645,17315596,-,BraA08g23180R,AT1G29380,3,B,Bo5g059690,
A08,17317677,17321847,+,BraA08g23190R,AT1G29350,3,B,Bo3g144020,
A08,17322551,17322952,NS,BraA08g23200R,NS,0,B,Bo4g182460,
A08,17325891,17328035,-,BraA08g23210R,AT1G29340,3,B,Bo3g144000,
A08,17332961,17335710,-,BraA08g23220R,AT1G29330,2,B,Bo3g143970,
A08,17335071,17338242,-,BraA08g23230R,AT1G29320,2,B,Bo3g143970,
A08,17340407,17341822,+,BraA08g23240R,AT1G29300,2,B,Bo3g143950,
A08,17348960,17349280,-,BraA08g23250R,AT1G29290,3,B,NA,
A08,17357190,17358919,-,BraA08g23260R,AT1G29280,2,B,Bo3g143900,
A08,17372167,17373741,+,BraA08g23270R,AT1G29230,1,B,Bo3g143850,
A08,17374252,17377108,NS,BraA08g23280R,AT1G29240,2,B,Bo3g143840,
A08,17378098,17379497,-,BraA08g23290R,AT1G29250,2,B,Bo3g143830,
A08,17379677,17380630,+,BraA08g23300R,AT1G29260,5,B,Bo3g143820,
A08,17382331,17382846,-,BraA08g23310R,AT1G29195,2,B,Bo3g143810,
A08,17387607,17392200,NS,BraA08g23330R,AT1G29170,1,B,NA,
A08,17397111,17397644,+,BraA08g23340R,AT1G29160,3,B,Bo3g143780,
A08,17399332,17400591,-,BraA08g23350R,AT1G29150,3,B,Bo3g143770,
A08,17401634,17402952,-,BraA08g23360R,AT1G29140,3,B,Bo3g143760,
A08,17403322,17406814,-,BraA08g23370R,AT1G29120,2,B,Bo3g143750,
A08,17407702,17410746,-,BraA08g23380R,AT1G29070,3,B,Bo3g143740,
A08,17410775,17413267,+,BraA08g23390R,AT1G28960,1,B,Bo3g143730,
A08,17414590,17415243,-,BraA08g23400R,AT1G28815,2,B,NA,
A08,17416173,17435535,+,BraA08g23410R,AT1G28690,1,B,Bo3g143680,
A08,17438514,17440902,+,BraA08g23420R,AT1G28670,1,B,Bo3g143670,
A08,17442294,17444186,+,BraA08g23430R,AT1G28650,5,B,Bo7g046890,
A08,17446455,17448964,+,BraA08g23440R,AT1G28560,1,B,Bo3g143640,
A08,17449214,17449938,+,BraA08g23450R,AT1G28550,5,B,Bo3g143630,
A08,17449773,17450729,+,BraA08g23460R,AT1G28550,5,B,Bo3g143630,
A08,17451430,17456577,+,BraA08g23470R,AT1G28530,2,B,NA,
A08,17454195,17456577,+,BraA08g23480R,AT1G28530,2,B,NA,
A08,17457733,17458984,-,BraA08g23490R,AT1G28510,2,B,Bo7g046980,
A08,17459750,17461642,-,BraA08g23500R,AT1G28490,3,B,Bo3g143590,
A08,17462679,17466450,-,BraA08g23510R,AT1G28440,3,B,Bo3g143580,
A08,17472618,17474173,NS,BraA08g23520R,NS,0,B,NA,
A08,17479158,17486315,NS,BraA08g23530R,AT1G28420,2,B,Bo3g143570,
A08,17488643,17490286,-,BraA08g23540R,NA,0,B,Bo3g143560,
A08,17492478,17497875,+,BraA08g23550R,NA,0,B,Bo3g143560,
A08,17497909,17498423,NS,BraA08g23560R,NS,0,B,Bo3g003040,
A08,17515234,17515656,NS,BraA08g23580R,NS,0,B,Bo3g143560,
A08,17515664,17516809,NS,BraA08g23590R,NS,0,B,Bo3g143560,
A08,17516839,17517158,NS,BraA08g23600R,NS,0,B,Bo3g143560,
A08,17523855,17527232,+,BraA08g23610R,AT1G28400,2,B,NA,
A08,17528238,17529827,+,BraA08g23620R,AT1G28395,2,B,NA,
A08,17530834,17532219,+,BraA08g23630R,AT1G28390,1,B,Bo3g143390,
A08,17533632,17536987,-,BraA08g23640R,AT1G28380,2,B,Bo3g143380,
A08,17543827,17544341,-,BraA08g23650R,AT1G28375,2,B,NA,
A08,17550770,17551288,+,BraA08g23660R,AT1G28370,5,B,Bo3g143350,
A08,17556470,17557835,-,BraA08g23670R,AT1G28360,3,B,Bo3g143340,
A08,17560325,17565812,-,BraA08g23680R,AT1G28350,3,B,Bo3g143330,
A08,17570006,17571918,+,BraA08g23690R,AT1G28310,3,B,Bo3g143320,
A08,17573368,17574051,+,BraA08g23700R,AT1G28280,2,B,Bo3g143310,
A08,17579964,17580287,-,BraA08g23710R,AT1G28270,3,B,Bo3g143300,
A08,17585640,17589319,NS,BraA08g23720R,AT1G28260,4,B,Bo3g143280,
A08,17587930,17589477,NS,BraA08g23730R,AT1G28260,4,B,Bo3g143280,
A08,17592060,17593018,NS,BraA08g23740R,NS,0,B,NA,
A08,17594741,17597915,+,BraA08g23750R,AT1G28240,4,B,Bo3g143260,
A08,17600104,17601663,NS,BraA08g23760R,NS,0,B,NA,
A08,17604381,17606159,NS,BraA08g23770R,NS,0,B,Bo7g039150,
A08,17609562,17619217,+,BraA08g23780R,AT1G28230,3,B,Bo3g143250,
A08,17614237,17615636,+,BraA08g23790R,AT1G28230,3,B,Bo3g143240,
A08,17623501,17623909,NS,BraA08g23810R,NS,0,B,NA,
A08,17624253,17629617,-,BraA08g23820R,AT1G28210,1,B,Bo3g143230,
A08,17632030,17634044,-,BraA08g23830R,NA,0,B,Bo3g143420,
A08,17634117,17634377,-,BraA08g23840R,NA,0,B,Bo3g143150,
A08,17636609,17637319,NS,BraA08g23850R,NS,0,B,Bo3g143150,
A08,17637544,17638054,NS,BraA08g23860R,NS,0,B,Bo3g143150,
A08,17639376,17639777,NS,BraA08g23870R,NS,0,B,Bo3g143150,
A08,17640810,17642339,+,BraA08g23880R,AT1G28200,2,B,Bo3g143140,
A08,17646642,17647445,+,BraA08g23890R,AT1G28190,2,B,Bo3g143110,
A08,17650211,17651188,-,BraA08g23900R,AT1G28170,2,B,Bo3g143100,
A08,17653362,17654066,-,BraA08g23920R,AT1G28160,3,B,Bo3g143080,
A08,17658173,17660457,+,BraA08g23930R,AT1G28120,2,B,Bo3g143070,
A08,17669577,17672552,+,BraA08g23940R,AT1G28110,3,B,Bo3g143050,
A08,17673724,17678317,-,BraA08g23950R,AT1G28080,2,B,NA,
A08,17684013,17685318,-,BraA08g23960R,AT1G28070,3,B,NA,
A08,17685797,17689243,-,BraA08g23970R,AT1G28060,2,B,Bo3g143020,
A08,17689990,17692342,+,BraA08g23980R,AT1G28050,3,B,Bo3g143010,
A08,17691539,17696702,-,BraA08g23990R,AT1G27980,1,B,Bo3g143000,
A08,17698802,17699879,-,BraA08g24000R,AT1G27970,3,B,Bo7g048520,
A08,17701345,17710480,+,BraA08g24010R,AT1G27960,2,B,Bo3g142980,
A08,17707530,17710480,+,BraA08g24020R,AT1G27960,2,B,Bo3g142980,
A08,17715115,17719837,+,BraA08g24030R,AT1G27910,2,B,Bo3g142960,
A08,17720778,17725247,+,BraA08g24040R,AT1G27900,1,B,Bo3g142940,
A08,17726126,17731082,NS,BraA08g24050R,AT1G27850,2,B,NA,
A08,17735181,17740202,+,BraA08g24060R,AT1G27770,1,B,Bo3g142920,
A08,17740661,17743025,-,BraA08g24070R,AT1G27760,2,B,Bo3g142910,
A08,17744672,17749380,-,BraA08g24080R,AT1G27752,1,B,Bo3g142900,
A08,17752717,17754082,-,BraA08g24090R,AT1G27740,3,B,Bo3g142890,
A08,17761597,17762301,+,BraA08g24100R,AT1G27730,2,B,Bo3g142840,
A08,17765541,17767384,+,BraA08g24110R,AT1G27700,2,B,Bo3g142820,
A08,17766955,17770363,-,BraA08g24120R,AT1G27690,1,B,Bo3g142810,
A08,17777274,17778697,NS,BraA08g24130R,NS,0,B,NA,
A08,17779135,17783852,-,BraA08g24140R,AT1G27660,1,B,NA,
A08,17791392,17792962,-,BraA08g24150R,AT1G27650,2,B,Bo3g141770,
A08,17793956,17796717,-,BraA08g24160R,AT1G27630,2,B,Bo3g141760,
A08,17797656,17800362,-,BraA08g24170R,AT1G27620,2,B,Bo3g141730,
A08,17802085,17804726,+,BraA08g24180R,AT1G27600,2,B,Bo01073s060,
A08,17809443,17810957,+,BraA08g24190R,NA,0,B,Bo3g141670,
A08,17811679,17823057,-,BraA08g24200R,AT1G27595,2,B,Bo5g052130,
A08,17823912,17825280,+,BraA08g24210R,AT1G27530,3,B,Bo7g049760,
A08,17830668,17835796,+,BraA08g24220R,AT1G27470,2,B,Bo3g141630,
A08,17836728,17837804,+,BraA08g24230R,AT1G27461,1,B,Bo3g141630,
A08,17836740,17843473,-,BraA08g24240R,AT1G27460,1,B,Bo3g141630,
A08,17843714,17847447,+,BraA08g24250R,AT1G27440,2,B,Bo3g141550,
A08,17849449,17852218,+,BraA08g24260R,NA,0,B,Bo3g141520,
A08,17851190,17851975,+,BraA08g24270R,NA,0,B,Bo2g119240,
A08,17852952,17854539,+,BraA08g24280R,AT1G27390,3,B,Bo3g141500,
A08,17855780,17858569,NS,BraA08g24290R,NS,0,B,NA,
A08,17860809,17862350,+,BraA08g24300R,AT1G27380,2,B,Bo3g141490,
A08,17865276,17868237,+,BraA08g24310R,AT1G27370,4,B,Bo3g141480,
A08,17868715,17880156,NS,BraA08g24320R,AT1G27430,1,B,Bo3g141470,
A08,17880859,17882076,-,BraA08g24330R,AT1G27330,3,B,Bo3g141440,
A08,17882318,17883658,+,BraA08g24340R,NA,0,B,Bo3g141430,
A08,17884703,17886092,-,BraA08g24350R,AT1G27290,2,B,NA,
A08,17887042,17889548,-,BraA08g24360R,NA,0,B,Bo3g141410,
A08,17899411,17902818,-,BraA08g24370R,AT1G24265,2,B,Bo3g141390,
A08,17903832,17904464,-,BraA08g24380R,AT1G24270,2,B,NA,
A08,17906303,17909160,+,BraA08g24390R,AT1G24280,2,B,Bo7g050060,
A08,17925750,17935169,+,BraA08g24410R,AT1G24330,2,B,Bo3g141280,
A08,17935419,17936926,-,BraA08g24420R,AT1G24350,2,B,Bo3g141270,
A08,17937600,17938991,+,BraA08g24430R,AT1G24360,3,B,Bo5g051850,
A08,17941734,17943358,+,BraA08g24440R,AT1G24440,3,B,Bo3g140220,
A08,17945092,17952738,+,BraA08g24450R,AT1G24460,2,B,Bo3g140200,
A08,17951854,17955432,-,BraA08g24460R,AT1G24510,3,B,Bo3g140200,
A08,17963741,17964094,+,BraA08g24480R,AT1G24520,3,B,NA,
A08,17965525,17969192,NS,BraA08g24490R,AT1G24530,3,B,NA,
A08,17973567,17977777,+,BraA08g24500R,AT1G24560,2,B,Bo5g043770,
A08,17978481,17978741,-,BraA08g24510R,AT1G24575,3,B,NA,
A08,17980232,17980486,-,BraA08g24520R,AT1G24577,1,B,NA,
A08,17982448,17983353,-,BraA08g24530R,AT1G24590,2,B,Bo7g050300,
A08,17985175,17986473,NS,BraA08g24540R,NS,0,B,Bo5g136410,
A08,17993701,17993922,+,BraA08g24560R,AT1G24600,1,B,NA,
A08,17994927,17995490,-,BraA08g24570R,AT1G24620,3,B,Bo3g140040,
A08,17997243,17997878,-,BraA08g24580R,AT1G24625,2,B,NA,
A08,18004034,18017228,+,BraA08g24590R,AT1G24706,1,B,Bo3g139990,
A08,18021208,18026017,-,BraA08g24600R,AT1G24764,4,B,Bo7g050410,
A08,18022747,18026986,-,BraA08g24610R,AT1G24764,4,B,Bo7g050410,
A08,18030642,18033287,+,BraA08g24620R,AT1G25210,1,B,Bo3g139930,
A08,18033635,18041278,-,BraA08g24630R,AT1G25220,3,B,Bo3g139920,
A08,18045668,18048518,+,BraA08g24640R,AT1G25250,2,B,NA,
A08,18050129,18051914,-,BraA08g24650R,AT1G25260,3,B,Bo7g051660,
A08,18055918,18057123,+,BraA08g24670R,AT1G25275,2,B,NA,
A08,18058250,18061689,+,BraA08g24680R,AT1G25280,3,B,Bo3g139820,
A08,18062252,18064235,+,BraA08g24690R,AT1G25290,3,B,Bo3g138810,
A08,18064952,18068237,+,BraA08g24700R,AT1G25290,3,B,Bo2g134550,
A08,18071083,18071856,+,BraA08g24720R,AT1G25300,1,B,Bo3g138780,
A08,18074766,18077154,-,BraA08g24730R,AT1G25380,2,B,Bo3g138760,
A08,18112006,18113532,NS,BraA08g24750R,NS,0,B,Bo6g106750,
A08,18115097,18117457,-,BraA08g24760R,AT1G25360,1,B,Bo3g138740,
A08,18122921,18124443,+,BraA08g24780R,AT1G25330,1,B,Bo3g138670,
A08,18127081,18128951,-,BraA08g24790R,AT1G25440,3,B,Bo3g138650,
A08,18131825,18134981,+,BraA08g24800R,AT1G25480,2,B,Bo3g138630,
A08,18138085,18141554,+,BraA08g24810R,AT1G25490,3,B,Bo3g138620,
A08,18143032,18145723,-,BraA08g24820R,AT1G25500,1,B,Bo3g138610,
A08,18148266,18151759,NS,BraA08g24830R,NS,0,B,NA,
A08,18152967,18154415,-,BraA08g24840R,AT1G25510,2,B,NA,
A08,18155714,18158125,+,BraA08g24850R,AT1G25520,3,B,Bo3g138590,
A08,18159234,18162953,-,BraA08g24860R,AT1G25530,2,B,Bo3g138580,
A08,18164917,18170178,-,BraA08g24870R,AT1G25540,2,B,Bo5g043140,
A08,18172586,18173662,-,BraA08g24880R,AT1G25560,2,B,Bo3g138550,
A08,18185099,18187234,+,BraA08g24890R,AT1G22570,3,B,Bo8g071540,
A08,18187675,18190144,+,BraA08g24900R,AT1G22570,3,B,Bo3g138520,
