Accession,Gene Length (bp)
BraA08g25730R,2739
BraA08g25740R,1022
BraA08g25750R,556
BraA08g25760R,10516
BraA08g25770R,24807
BraA08g25780R,3798
BraA08g25790R,564
BraA08g25800R,1877
BraA08g25810R,3776
BraA08g25820R,5787
BraA08g25830R,1854
BraA08g25840R,498
BraA08g25850R,3331
BraA08g25860R,2522
BraA08g25870R,3179
BraA08g25880R,444
BraA08g25890R,1888
BraA08g25900R,5460
BraA08g25910R,3951
BraA08g25920R,2913
BraA08g25930R,1307
BraA08g25940R,2281
BraA08g25950R,3497
BraA08g25960R,1668
BraA08g25970R,2552
BraA08g25980R,969
BraA08g25990R,2501
BraA08g26000R,2920
BraA08g26010R,815
BraA08g26020R,370
BraA08g26030R,3185
BraA08g26040R,3628
BraA08g26050R,1658
BraA08g26060R,1023
BraA08g26070R,5130
BraA08g26080R,3170
BraA08g26090R,1167
BraA08g26100R,2383
BraA08g26110R,1282
BraA08g26120R,2366
BraA08g26130R,2055
BraA08g26140R,730
BraA08g26150R,2881
BraA08g26160R,2529
BraA08g26170R,1919
BraA08g26180R,674
BraA08g26190R,1705
BraA08g26200R,345
BraA08g26210R,960
BraA08g26220R,3038
BraA08g26230R,1977
BraA08g26240R,2258
BraA08g26250R,2206
BraA08g26260R,2708
BraA08g26270R,216
BraA08g26280R,2016
BraA08g26290R,2430
BraA08g26300R,2559
BraA08g26310R,307
BraA08g26320R,3789
BraA08g26330R,614
BraA08g26340R,804
BraA08g26350R,1957
BraA08g26360R,633
BraA08g26370R,1862
BraA08g26380R,2259
BraA08g26390R,1548
BraA08g26400R,1592
BraA08g26410R,3100
BraA08g26420R,1209
BraA08g26430R,1412
BraA08g26440R,2067
BraA08g26450R,1608
BraA08g26460R,1848
BraA08g26470R,4459
BraA08g26480R,5604
BraA08g26490R,7622
BraA08g26500R,2540
BraA08g26510R,9411
BraA08g26520R,2034
BraA08g26530R,3439
BraA08g26540R,6785
BraA08g26550R,1235
BraA08g26560R,216
BraA08g26570R,769
BraA08g26580R,2630
BraA08g26590R,2494
BraA08g26600R,434
BraA08g26610R,1618
BraA08g26620R,2499
BraA08g26630R,11255
BraA08g26640R,2143
BraA08g26650R,3149
BraA08g26660R,2448
BraA08g26670R,501
BraA08g26680R,1553
BraA08g26690R,2883
BraA08g26700R,1152
BraA08g26710R,4629
BraA08g26720R,603
BraA08g26730R,1739
BraA08g26740R,1621
BraA08g26750R,3644
BraA08g26760R,2246
BraA08g26770R,2029
BraA08g26780R,753
BraA08g26790R,620
BraA08g26800R,2353
BraA08g26810R,3915
BraA08g26820R,3856
BraA08g26830R,948
BraA08g26840R,2177
BraA08g26850R,3498
BraA08g26860R,1448
BraA08g26870R,3495
BraA08g26880R,594
BraA08g26890R,793
BraA08g26900R,382
BraA08g26910R,1137
BraA08g26920R,823
BraA08g26930R,489
BraA08g26940R,1137
BraA08g26950R,4458
BraA08g26960R,2528
BraA08g26970R,5709
BraA08g26980R,1774
BraA08g26990R,3990
BraA08g27000R,2419
BraA08g27010R,3733
BraA08g27020R,3693
BraA08g27030R,2681
BraA08g27040R,982
BraA08g27050R,696
BraA08g27060R,9161
BraA08g27070R,654
BraA08g27080R,654
BraA08g27090R,3533
BraA08g27100R,498
BraA08g27110R,2034
BraA08g27120R,3652
BraA08g27130R,2379
BraA08g27140R,1115
BraA08g27150R,2525
BraA08g27160R,577
BraA08g27170R,1406
BraA08g27180R,2292
BraA08g27190R,3242
BraA08g27200R,1726
BraA08g27210R,2699
BraA08g27220R,525
BraA08g27230R,2207
BraA08g27240R,1734
BraA08g27250R,1886
BraA08g27260R,2425
BraA08g27270R,2446
BraA08g27280R,2499
BraA08g27290R,1121
BraA08g27300R,2941
BraA08g27310R,3478
BraA08g27320R,3690
BraA08g27330R,6023
BraA08g27340R,1179
BraA08g27350R,441
BraA08g27360R,369
BraA08g27370R,4662
BraA08g27380R,3838
BraA08g27390R,3151
BraA08g27400R,3263
BraA08g27410R,4786
BraA08g27420R,4031
BraA08g27430R,879
BraA08g27440R,711
BraA08g27450R,2395
BraA08g27460R,1254
BraA08g27470R,1533
BraA08g27480R,5198
BraA08g27490R,2747
BraA08g27500R,937
BraA08g27510R,3605
BraA08g27520R,4631
BraA08g27530R,3285
BraA08g27540R,916
BraA08g27550R,1056
BraA08g27560R,2658
BraA08g27570R,3309
BraA08g27580R,2616
BraA08g27590R,5005
BraA08g27600R,531
BraA08g27610R,978
BraA08g27620R,1624
BraA08g27630R,2884
BraA08g27640R,1254
BraA08g27650R,1674
BraA08g27660R,1220
BraA08g27670R,3637
BraA08g27680R,3312
BraA08g27690R,246
BraA08g27700R,1125
BraA08g27710R,4023
BraA08g27720R,1804
BraA08g27730R,1966
BraA08g27740R,1737
BraA08g27750R,4646
BraA08g27760R,3123
BraA08g27770R,8014
BraA08g27780R,2615
BraA08g27790R,3634
BraA08g27800R,267
BraA08g27810R,7166
BraA08g27820R,3161
BraA08g27830R,6775
BraA08g27840R,1276
BraA08g27850R,426
BraA08g27860R,2750
BraA08g27870R,213
BraA08g27880R,198
BraA08g27890R,2174
BraA08g27900R,645
BraA08g27910R,1540
BraA08g27920R,1743
BraA08g27930R,3410
BraA08g27940R,3877
BraA08g27950R,5593
BraA08g27960R,986
BraA08g27970R,7334
BraA08g27980R,3115
BraA08g27990R,882
BraA08g28000R,2619
BraA08g28010R,2223
BraA08g28020R,1489
BraA08g28030R,1289
BraA08g28040R,1173
BraA08g28050R,5156
BraA08g28060R,10602
BraA08g28070R,2518
BraA08g28080R,2471
BraA08g28090R,1798
BraA08g28100R,280
BraA08g28110R,2975
BraA08g28120R,913
BraA08g28130R,1378
BraA08g28140R,498
BraA08g28150R,1201
BraA08g28160R,731
BraA08g28170R,525
BraA08g28180R,1522
BraA08g28190R,3689
BraA08g28200R,294
BraA08g28210R,2070
BraA08g28220R,805
BraA08g28230R,521
BraA08g28240R,2983
BraA08g28250R,3153
BraA08g28260R,1695
BraA08g28270R,3912
BraA08g28280R,1474
BraA08g28290R,2590
BraA08g28300R,427
BraA08g28310R,3608
BraA08g28320R,2316
BraA08g28330R,1535
BraA08g28340R,1618
BraA08g28350R,3739
BraA08g28360R,3777
BraA08g28370R,588
BraA08g28380R,4742
BraA08g28390R,2236
BraA08g28400R,3527
BraA08g28410R,851
BraA08g28420R,5845
BraA08g28430R,1668
BraA08g28440R,5793
BraA08g28450R,4443
BraA08g28460R,1599
BraA08g28470R,4866
BraA08g28480R,2490
BraA08g28490R,1419
BraA08g28500R,6053
BraA08g28510R,1300
BraA08g28520R,786
BraA08g28530R,3343
BraA08g28540R,2138
BraA08g28550R,3653
BraA08g28560R,558
BraA08g28570R,2617
BraA08g28580R,3296
BraA08g28590R,1378
BraA08g28600R,2029
BraA08g28610R,4346
BraA08g28620R,1439
BraA08g28630R,1967
BraA08g28640R,1579
BraA08g28650R,5013
BraA08g28660R,3239
BraA08g28670R,2897
BraA08g28680R,5098
BraA08g28690R,7610
BraA08g28700R,2049
BraA08g28710R,4408
BraA08g28720R,1392
BraA08g28730R,1222
BraA08g28740R,1097
BraA08g28750R,567
BraA08g28760R,294
BraA08g28770R,2104
BraA08g28780R,5117
BraA08g28790R,285
BraA08g28800R,1462
BraA08g28810R,3265
BraA08g28820R,1338
BraA08g28830R,180
BraA08g28840R,1787
BraA08g28850R,3206
BraA08g28860R,3306
BraA08g28870R,2356
BraA08g28880R,707
BraA08g28890R,2825
BraA08g28900R,695
BraA08g28910R,1460
BraA08g28920R,3771
BraA08g28930R,3320
BraA08g28940R,1801
BraA08g28950R,8466
BraA08g28960R,1562
BraA08g28970R,1841
BraA08g28980R,694
BraA08g28990R,3155
BraA08g29000R,6913
BraA08g29010R,1533
BraA08g29020R,2957
BraA08g29030R,5171
BraA08g29040R,494
BraA08g29050R,4541
BraA08g29060R,630
BraA08g29070R,4360
BraA08g29080R,1641
BraA08g29090R,3189
BraA08g29100R,5559
BraA08g29110R,1234
BraA08g29120R,2075
BraA08g29130R,8238
BraA08g29140R,4678
BraA08g29150R,6407
BraA08g29160R,5309
BraA08g29170R,1140
BraA08g29180R,2877
BraA08g29190R,1448
BraA08g29200R,2904
BraA08g29210R,3867
BraA08g29220R,1608
BraA08g29230R,1999
BraA08g29240R,515
BraA08g29250R,444
BraA08g29260R,1331
BraA08g29270R,1304
BraA08g29280R,1536
BraA08g29290R,2300
BraA08g29300R,4384
BraA08g29310R,1107
BraA08g29320R,1459
BraA08g29330R,5883
BraA08g29340R,732
BraA08g29350R,2401
BraA08g29360R,2146
BraA08g29370R,1129
BraA08g29380R,3800
BraA08g29390R,420
BraA08g29400R,2967
BraA08g29410R,1035
BraA08g29420R,606
BraA08g29430R,3883
BraA08g29440R,2324
BraA08g29450R,2466
BraA08g29460R,3341
BraA08g29470R,2977
BraA08g29480R,2067
BraA08g29490R,1526
BraA08g29500R,3641
BraA08g29510R,2421
BraA08g29520R,2460
BraA08g29530R,5249
BraA08g29540R,3333
BraA08g29550R,2063
BraA08g29560R,2396
BraA08g29570R,2126
BraA08g29580R,819
BraA08g29590R,1808
BraA08g29600R,1094
BraA08g29610R,1559
BraA08g29620R,386
BraA08g29630R,1884
BraA08g29640R,817
BraA08g29650R,2006
BraA08g29660R,1322
BraA08g29670R,521
BraA08g29680R,768
BraA08g29690R,2310
BraA08g29700R,984
BraA08g29710R,358
BraA08g29720R,2060
BraA08g29730R,6555
BraA08g29740R,4575
BraA08g29750R,3916
BraA08g29760R,2898
BraA08g29770R,2678
BraA08g29780R,2796
BraA08g29790R,1655
BraA08g29800R,726
BraA08g29810R,4154
BraA08g29820R,218
BraA08g29830R,492
BraA08g29840R,2045
BraA08g29850R,3208
BraA08g29860R,2184
BraA08g29870R,1250
BraA08g29880R,1196
BraA08g29890R,978
BraA08g29900R,8997
BraA08g29910R,1918
BraA08g29920R,2511
BraA08g29930R,1530
BraA08g29940R,957
BraA08g29950R,2000
BraA08g29960R,546
BraA08g29970R,1672
BraA08g29980R,2340
BraA08g29990R,1994
BraA08g30000R,4007
BraA08g30010R,443
BraA08g30020R,1949
BraA08g30030R,1275
BraA08g30040R,3040
BraA08g30050R,1581
BraA08g30060R,561
BraA08g30070R,1844
BraA08g30080R,2159
BraA08g30090R,9125
BraA08g30100R,1558
BraA08g30110R,4808
BraA08g30120R,3172
BraA08g30130R,3046
BraA08g30140R,2131
BraA08g30150R,4362
BraA08g30160R,1308
BraA08g30170R,2703
BraA08g30180R,3542
BraA08g30190R,567
BraA08g30200R,3399
BraA08g30210R,2056
BraA08g30220R,222
BraA08g30230R,6254
BraA08g30240R,1899
BraA08g30250R,1650
BraA08g30260R,4030
BraA08g30270R,2064
BraA08g30280R,567
BraA08g30290R,2227
BraA08g30300R,609
BraA08g30310R,2770
BraA08g30320R,3121
BraA08g30330R,3292
BraA08g30340R,1021
BraA08g30350R,1727
BraA08g30360R,2517
BraA08g30370R,8608
BraA08g30380R,495
BraA08g30390R,3188
BraA08g30400R,962
BraA08g30410R,1503
BraA08g30420R,2256
BraA08g30430R,2482
BraA08g30440R,2366
BraA08g30450R,1687
BraA08g30460R,768
BraA08g30470R,447
BraA08g30480R,4514
BraA08g30490R,1514
BraA08g30500R,2579
BraA08g30510R,5583
BraA08g30520R,1634
BraA08g30530R,1990
BraA08g30540R,457
BraA08g30550R,2437
BraA08g30560R,1310
BraA08g30570R,1598
BraA08g30580R,405
BraA08g30590R,819
BraA08g30600R,1047
BraA08g30610R,4436
BraA08g30620R,2268
BraA08g30630R,1631
BraA08g30640R,642
BraA08g30650R,2313
BraA08g30660R,2032
BraA08g30670R,764
BraA08g30680R,6899
BraA08g30690R,3185
BraA08g30700R,3210
BraA08g30710R,3867
BraA08g30720R,387
BraA08g30730R,1749
BraA08g30740R,3469
BraA08g30750R,3408
BraA08g30760R,6778
BraA08g30770R,2278
BraA08g30780R,2154
BraA08g30790R,2365
BraA08g30800R,3557
BraA08g30810R,3728
BraA08g30820R,3178
BraA08g30830R,2056
BraA08g30840R,4287
BraA08g30850R,1342
BraA08g30860R,981
BraA08g30870R,2738
BraA08g30880R,3603
BraA08g30890R,2765
BraA08g30900R,484
BraA08g30910R,1326
BraA08g30920R,1533
BraA08g30930R,587
BraA08g30940R,11268
BraA08g30950R,527
BraA08g30960R,2698
BraA08g30970R,1832
BraA08g30980R,945
BraA08g30990R,1670
BraA08g31000R,3482
BraA08g31010R,2012
BraA08g31020R,1511
BraA08g31030R,798
BraA08g31040R,289
BraA08g31050R,5072
BraA08g31060R,5239
BraA08g31070R,3440
BraA08g31080R,2194
BraA08g31090R,3294
BraA08g31100R,1215
BraA08g31110R,1102
BraA08g31120R,564
BraA08g31130R,1834
BraA08g31140R,3274
BraA08g31150R,3022
BraA08g31160R,1761
BraA08g31170R,195
BraA08g31180R,960
BraA08g31190R,3417
BraA08g31200R,1790
BraA08g31210R,2671
BraA08g31220R,468
BraA08g31230R,4091
BraA08g31240R,9825
BraA08g31250R,1562
BraA08g31260R,1327
BraA08g31270R,716
BraA08g31280R,2597
BraA08g31290R,3518
BraA08g31300R,324
BraA08g31310R,8186
BraA08g31320R,2755
BraA08g31330R,6613
BraA08g31340R,2700
BraA08g31350R,2352
BraA08g31360R,2474
BraA08g31370R,3254
BraA08g31380R,1330
BraA08g31390R,938
BraA08g31400R,2254
BraA08g31410R,3252
BraA08g31420R,3613
BraA08g31430R,1768
BraA08g31440R,6742
BraA08g31450R,618
BraA08g31460R,1476
BraA08g31470R,11734
BraA08g31480R,3456
BraA08g31490R,2332
BraA08g31500R,2284
BraA08g31510R,2536
BraA08g31520R,6500
BraA08g31530R,769
BraA08g31540R,3724
BraA08g31550R,7363
BraA08g31560R,571
BraA08g31570R,1428
BraA08g31580R,5039
BraA08g31590R,2451
BraA08g31600R,642
BraA08g31610R,1536
BraA08g31620R,1687
BraA08g31630R,823
BraA08g31640R,5908
BraA08g31650R,10073
BraA08g31660R,1158
BraA08g31670R,799
BraA08g31680R,2702
BraA08g31690R,5925
BraA08g31700R,4108
BraA08g31710R,3224
BraA08g31720R,4586
BraA08g31730R,2870
BraA08g31740R,1196
BraA08g31750R,2136
BraA08g31760R,3424
BraA08g31770R,1661
BraA08g31780R,3333
BraA08g31790R,1992
BraA08g31800R,3620
BraA08g31810R,4038
BraA08g31820R,2625
BraA08g31830R,1377
BraA08g31840R,2829
BraA08g31850R,3496
BraA08g31860R,5455
BraA08g31870R,1518
BraA08g31880R,1359
BraA08g31890R,581
BraA08g31900R,693
BraA08g31910R,357
BraA08g31920R,2263
BraA08g31930R,6714
BraA08g31940R,1841
BraA08g31950R,1081
BraA08g31960R,3644
BraA08g31970R,1584
BraA08g31980R,2401
BraA08g31990R,1138
BraA08g32000R,10120
BraA08g32010R,1422
BraA08g32020R,1323
BraA08g32030R,1276
BraA08g32040R,1119
BraA08g32050R,4047
BraA08g32060R,1940
BraA08g32070R,1136
BraA08g32080R,2089
BraA08g32090R,5844
BraA08g32100R,6645
BraA08g32110R,3177
BraA08g32120R,3789
BraA08g32130R,10212
BraA08g32140R,6562
BraA08g32150R,1538
BraA08g32160R,2775
BraA08g32170R,510
BraA08g32180R,3338
BraA08g32190R,3294
BraA08g32200R,3279
BraA08g32210R,1470
BraA08g32220R,3103
BraA08g32230R,411
BraA08g32240R,5032
BraA08g32250R,3480
BraA08g32260R,1189
BraA08g32270R,2331
BraA08g32280R,5647
BraA08g32290R,2429
BraA08g32300R,1084
BraA08g32310R,2200
BraA08g32320R,2602
BraA08g32330R,1204
BraA08g32340R,7529
BraA08g32350R,2595
BraA08g32360R,4724
BraA08g32370R,4581
BraA08g32380R,2434
BraA08g32390R,1770
BraA08g32400R,3652
BraA08g32410R,3244
BraA08g32420R,923
BraA08g32430R,980
BraA08g32440R,4670
BraA08g32450R,906
BraA08g32460R,3558
BraA08g32470R,1386
BraA08g32480R,4472
BraA08g32490R,982
BraA08g32500R,1512
BraA08g32510R,10924
BraA08g32520R,929
BraA08g32530R,4358
BraA08g32540R,1828
BraA08g32550R,2990
BraA08g32560R,5603
BraA08g32570R,3050
BraA08g32580R,3683
BraA08g32590R,2669
BraA08g32600R,3463
BraA08g32610R,1564
BraA08g32620R,2306
BraA08g32630R,4253
BraA08g32640R,3108
BraA08g32650R,6772
BraA08g32660R,7088
BraA08g32670R,3070
BraA08g32680R,583
BraA08g32690R,2418
BraA08g32700R,1450
BraA08g32710R,3179
BraA08g32720R,2220
BraA08g32730R,3028
BraA08g32740R,2682
BraA08g32750R,806
BraA08g32760R,627
BraA08g32770R,2002
BraA08g32780R,2508
BraA08g32790R,354
BraA08g32800R,8769
BraA08g32810R,1838
BraA08g32820R,865
BraA08g32830R,6863
BraA08g32840R,3687
BraA08g32850R,610
BraA08g32860R,2527
BraA08g32870R,2364
BraA08g32880R,2353
BraA08g32890R,1215
BraA08g32900R,1794
BraA08g32910R,3593
BraA08g32920R,2318
BraA08g32930R,5433
BraA08g32940R,3107
BraA08g32950R,1924
BraA08g32960R,1088
BraA08g32970R,795
BraA08g32980R,1958
BraA08g32990R,2487
BraA08g33000R,2469
BraA08g33010R,5489
BraA08g33020R,2578
BraA08g33030R,1688
BraA08g33040R,1138
BraA08g33050R,2535
BraA08g33060R,3380
BraA08g33070R,528
BraA08g33080R,370
BraA08g33090R,333
BraA08g33100R,2747
BraA08g33110R,1744
BraA08g33120R,975
BraA08g33130R,3031
BraA08g33140R,2267
BraA08g33150R,3308
BraA08g33160R,2630
BraA08g33170R,2420
BraA08g33180R,2403
BraA08g33190R,3389
BraA08g33200R,1023
BraA08g33210R,1865
BraA08g33220R,3189
BraA08g33230R,4718
BraA08g33240R,2321
BraA08g33250R,5899
BraA08g33260R,2092
BraA08g33270R,1541
BraA08g33280R,973
BraA08g33290R,495
BraA08g33300R,3266
BraA08g33310R,11035
BraA08g33320R,3262
BraA08g33330R,1990
BraA08g33340R,1658
BraA08g33350R,4028
BraA08g33360R,1548
BraA08g33370R,2886
BraA08g33380R,4162
BraA08g33390R,4276
BraA08g33400R,7792
BraA08g33410R,6750
BraA08g33420R,2128
BraA08g33430R,6138
BraA08g33440R,4730
BraA08g33450R,1657
BraA08g33460R,5588
BraA08g33470R,923
BraA08g33480R,2305
BraA08g33490R,1499
BraA08g33500R,1900
BraA08g33510R,6306
BraA08g33520R,5146
BraA08g33530R,2766
BraA08g33540R,1960
BraA08g33550R,2135
BraA08g33560R,2753
BraA08g33570R,2750
BraA08g33580R,1367
BraA08g33590R,2023
BraA08g33600R,1262
BraA08g33610R,6805
BraA08g33620R,1314
BraA08g33630R,6318
BraA08g33640R,2638
BraA08g33650R,4772
BraA08g33660R,3029
BraA08g33670R,6336
BraA08g33680R,1948
BraA08g33690R,3225
BraA08g33700R,4421
BraA08g33710R,2042
BraA08g33720R,7220
BraA08g33730R,1968
BraA08g33740R,3360
BraA08g33750R,6242
BraA08g33760R,2612
BraA08g33770R,1674
BraA08g33780R,1498
BraA08g33790R,4876
BraA08g33800R,4804
BraA08g33810R,4465
BraA08g33820R,13479
BraA08g33830R,2452
BraA08g33840R,3292
BraA08g33850R,3215
BraA08g33860R,3152
BraA08g33870R,1026
BraA08g33880R,6821
BraA08g33890R,2774
BraA08g33900R,2626
BraA08g33910R,2964
BraA08g33920R,2116
BraA08g33930R,1910
BraA08g33940R,4183
BraA08g33950R,1973
BraA08g33960R,6314
BraA08g33970R,2365
BraA08g33980R,3708
BraA08g33990R,3422
BraA08g34000R,5979
BraA08g34010R,1770
BraA08g34020R,1653
BraA08g34030R,3932
BraA08g34040R,4132
BraA08g34050R,2615
BraA08g34060R,2910
BraA08g34070R,582
BraA08g34080R,4261
BraA08g34090R,354
BraA08g34100R,6930
BraA08g34110R,4412
BraA08g34120R,1423
BraA08g34130R,9785
BraA08g34140R,537
BraA08g34150R,1238
BraA08g34160R,4560
BraA08g34170R,3325
BraA08g34180R,1351
BraA08g34190R,1202
BraA08g34200R,486
BraA08g34210R,3608
BraA08g34220R,2406
BraA08g34230R,3384
BraA08g34240R,1028
BraA08g34250R,1740
BraA08g34260R,1557
BraA08g34270R,2938
BraA08g34280R,5764
BraA08g34290R,908
BraA08g34300R,3635
BraA08g34310R,2250
BraA08g34320R,2018
BraA08g34330R,790
BraA08g34340R,4652
BraA08g34350R,2257
BraA08g34360R,2711
BraA08g34370R,4923
BraA08g34380R,5039
BraA08g34390R,4319
BraA08g34400R,4591
BraA08g34410R,4290
BraA08g34420R,1428
BraA08g34430R,4180
BraA08g34440R,3114
BraA08g34450R,2414
BraA08g34460R,459
BraA08g34470R,4346
BraA08g34480R,603
BraA08g34490R,1200
BraA08g34500R,799
BraA08g34510R,1213
BraA08g34520R,3742
BraA08g34530R,3039
BraA08g34540R,1925
BraA08g34550R,3189
BraA08g34560R,3313
BraA08g34570R,1767
BraA08g34580R,1818
BraA08g34590R,2255
BraA08g34600R,1290
BraA08g34610R,1188
BraA08g34620R,1356
BraA08g34630R,1242
BraA08g34640R,4078
BraA08g34650R,1305
BraA08g34660R,775
BraA08g34670R,1371
BraA08g34680R,6447
BraA08g34690R,654
BraA08g34700R,4549
BraA08g34710R,1159
BraA08g34720R,2928
BraA08g34730R,4301
BraA08g34740R,1931
BraA08g34750R,2322
BraA08g34760R,2948
BraA08g34770R,6707
BraA08g34780R,3437
BraA08g34790R,2201
BraA08g34800R,1793
BraA08g34810R,1357
BraA08g34820R,477
BraA08g34830R,1349
BraA08g34840R,435
BraA08g34850R,438
BraA08g34860R,4505
BraA08g34870R,3809
BraA08g34880R,2394
BraA08g34890R,5545
BraA08g34900R,1479
BraA08g34910R,2042
BraA08g34920R,3332
BraA08g34930R,411
BraA08g34940R,1157
BraA08g34950R,2601
BraA08g34960R,1065
BraA09g01010R,3141
BraA09g01020R,4835
BraA09g01030R,2108
BraA09g01040R,536
BraA09g01050R,636
BraA09g01060R,2648
BraA09g01070R,1293
BraA09g01080R,1576
BraA09g01090R,1674
BraA09g01100R,725
BraA09g01110R,979
BraA09g01120R,3294
BraA09g01130R,1881
BraA09g01140R,1926
BraA09g01150R,1788
BraA09g01160R,3462
BraA09g01170R,1495
BraA09g01180R,2604
BraA09g01190R,3056
BraA09g01200R,1766
BraA09g01210R,1938
BraA09g01220R,6077
BraA09g01230R,2207
BraA09g01240R,1831
BraA09g01250R,5000
BraA09g01260R,615
BraA09g01270R,498
BraA09g01280R,3575
BraA09g01290R,1657
BraA09g01300R,951
BraA09g01310R,4785
BraA09g01320R,9316
BraA09g01330R,2154
BraA09g01340R,4566
BraA09g01350R,2576
BraA09g01360R,1814
BraA09g01370R,522
BraA09g01380R,3210
BraA09g01390R,6432
BraA09g01400R,2633
BraA09g01410R,2158
BraA09g01420R,3274
BraA09g01430R,729
BraA09g01440R,1146
BraA09g01450R,3447
BraA09g01460R,3544
BraA09g01470R,5149
BraA09g01480R,306
BraA09g01490R,2052
BraA09g01500R,2960
BraA09g01510R,1921
BraA09g01520R,2248
BraA09g01530R,8407
BraA09g01540R,2378
BraA09g01550R,3268
BraA09g01560R,6712
BraA09g01570R,2166
BraA09g01580R,4209
BraA09g01590R,1603
BraA09g01600R,1261
BraA09g01610R,885
BraA09g01620R,6042
BraA09g01630R,1959
BraA09g01640R,1455
BraA09g01650R,903
BraA09g01660R,2952
BraA09g01670R,2575
BraA09g01680R,2601
BraA09g01690R,2065
BraA09g01700R,1446
BraA09g01710R,692
BraA09g01720R,2417
BraA09g01730R,1542
BraA09g01740R,2826
BraA09g01750R,1922
BraA09g01760R,5884
BraA09g01770R,818
BraA09g01780R,2135
BraA09g01790R,1090
BraA09g01800R,1586
BraA09g01810R,2694
BraA09g01820R,897
BraA09g01830R,2748
BraA09g01840R,2353
BraA09g01850R,5546
BraA09g01860R,346
BraA09g01870R,2248
BraA09g01880R,3117
BraA09g01890R,9795
BraA09g01900R,3022
BraA09g01910R,696
BraA09g01920R,2130
BraA09g01930R,2406
BraA09g01940R,759
BraA09g01950R,2540
BraA09g01960R,933
BraA09g01970R,1663
BraA09g01980R,1944
BraA09g01990R,10397
BraA09g02000R,2556
BraA09g02010R,2343
BraA09g02020R,381
BraA09g02030R,1669
BraA09g02040R,2304
BraA09g02050R,6882
BraA09g02060R,3897
BraA09g02070R,1992
BraA09g02080R,1701
BraA09g02090R,1941
BraA09g02100R,3952
BraA09g02110R,3980
BraA09g02120R,2126
BraA09g02130R,2267
BraA09g02140R,2602
BraA09g02150R,7086
BraA09g02160R,1557
BraA09g02170R,2080
BraA09g02180R,1780
BraA09g02190R,2317
BraA09g02200R,1969
BraA09g02210R,2914
BraA09g02220R,5246
BraA09g02230R,4825
BraA09g02240R,3831
BraA09g02250R,435
BraA09g02260R,4583
BraA09g02270R,3210
BraA09g02280R,3281
BraA09g02290R,2163
BraA09g02300R,551
BraA09g02310R,555
BraA09g02320R,6288
BraA09g02330R,1947
BraA09g02340R,371
BraA09g02350R,13349
BraA09g02360R,745
BraA09g02370R,2453
BraA09g02380R,2577
BraA09g02390R,1409
BraA09g02400R,555
BraA09g02410R,6655
BraA09g02420R,4425
BraA09g02430R,2879
BraA09g02440R,4264
BraA09g02450R,3271
BraA09g02460R,574
BraA09g02470R,2848
BraA09g02480R,7049
BraA09g02490R,2358
BraA09g02500R,453
BraA09g02510R,403
BraA09g02520R,910
BraA09g02530R,3572
BraA09g02540R,2608
BraA09g02550R,2015
BraA09g02560R,2909
BraA09g02570R,1185
BraA09g02580R,5654
BraA09g02590R,689
BraA09g02600R,6848
BraA09g02610R,6658
